#arb_time(seconds) flux_density(Jy/beam)
5.356343978000000352e+05 2.460360000000000047e-01
5.356348978000000352e+05 -6.601829999999999643e-01
5.356353978000000352e+05 7.568099999999999827e-01
5.356358978000000352e+05 6.737140000000000351e-01
5.356363978000000352e+05 -4.010929999999999773e-01
5.356368978000000352e+05 1.424130000000000118e-01
5.356373978000000352e+05 -1.110170000000000101e+00
5.356378978000000352e+05 1.459519999999999984e-01
5.356383978000000352e+05 7.354439999999999866e-01
5.356388978000000352e+05 7.274410000000000043e-01
5.356393978000000352e+05 -1.315040000000000098e-01
5.356398978000000352e+05 -6.668560000000000043e-01
5.356403978000000352e+05 1.262780000000000014e-01
5.356408978000000352e+05 -4.012720000000000176e-02
5.356413978000000352e+05 -5.377739999999999743e-01
5.356418978000000352e+05 -3.838090000000000251e-02
5.356423978000000352e+05 8.603859999999999841e-01
5.356428978000000352e+05 -2.323419999999999930e-01
5.356433978000000352e+05 -1.495890000000000067e-02
5.356438978000000352e+05 -3.268059999999999854e-01
5.356443978000000352e+05 2.537150000000000238e-01
5.356448978000000352e+05 8.538369999999999571e-01
5.356453978000000352e+05 9.452019999999999866e-01
5.356458978000000352e+05 -8.228839999999999488e-01
5.356463978000000352e+05 -3.325509999999999855e-01
5.356468978000000352e+05 7.221370000000000566e-02
5.356473978000000352e+05 -6.476179999999999437e-02
5.356478978000000352e+05 1.170570000000000110e+00
5.356483978000000352e+05 1.525470000000000104e+00
5.356488978000000352e+05 1.842560000000000031e-01
5.356493978000000352e+05 -4.557999999999999829e-01
5.356498978000000352e+05 7.563190000000000190e-02
5.356503978000000352e+05 -2.747189999999999910e-01
5.356508978000000352e+05 -8.978800000000000323e-03
5.356513978000000352e+05 -5.251149999999999984e-01
5.356518978000000352e+05 4.817009999999999903e-01
5.356523978000000352e+05 -3.233820000000000097e-03
5.356528978000000352e+05 -3.892909999999999981e-01
5.356533978000000352e+05 -3.288619999999999877e-01
5.356538978000000352e+05 5.114389999999999770e-01
5.356543978000000352e+05 1.367490000000000094e+00
5.356548978000000352e+05 -1.184199999999999975e-01
5.356553978000000352e+05 -3.194489999999999830e-01
5.356558978000000352e+05 6.352180000000000326e-02
5.356563978000000352e+05 -4.186050000000000049e-01
5.356568978000000352e+05 6.618070000000000341e-01
5.356573978000000352e+05 2.285900000000000085e-02
5.356578978000000352e+05 1.351110000000000089e-01
5.356583978000000352e+05 -4.949579999999999952e-02
5.356588978000000352e+05 7.970920000000000227e-01
5.356593978000000352e+05 5.804799999999999960e-01
5.356598978000000352e+05 -1.332209999999999894e+00
5.356603978000000352e+05 -3.065419999999999812e-01
5.356608978000000352e+05 1.454110000000000014e+00
5.356613978000000352e+05 -5.084769999999999568e-01
5.356618978000000352e+05 -3.429200000000000026e-01
5.356623978000000352e+05 2.595869999999999797e-04
5.356628978000000352e+05 5.756489999999999663e-01
5.356633978000000352e+05 -1.662230000000000096e-01
5.356638978000000352e+05 1.583279999999999965e-01
5.356643978000000352e+05 -4.246819999999999762e-02
5.356648976000000257e+05 -9.674199999999999466e-01
5.356653976000000257e+05 -1.608650000000000080e-01
5.356658976000000257e+05 -2.890599999999999836e-01
5.356663976000000257e+05 -1.214609999999999967e+00
5.356668976000000257e+05 2.834249999999999825e-01
5.356673976000000257e+05 1.350070000000000103e+00
5.356678976000000257e+05 -2.799090000000000189e-01
5.356683976000000257e+05 -3.060809999999999920e-01
5.356688976000000257e+05 -2.051330000000000098e-01
5.356693976000000257e+05 3.680570000000000230e-01
5.356698976000000257e+05 6.284140000000000281e-01
5.356703976000000257e+05 3.048310000000000186e-01
5.356708976000000257e+05 8.953440000000000287e-01
5.356713976000000257e+05 7.950530000000000097e-01
5.356718976000000257e+05 6.126249999999999751e-01
5.356723976000000257e+05 -5.377210000000000323e-02
5.356728976000000257e+05 3.474079999999999946e-01
5.356733976000000257e+05 9.709550000000000125e-01
5.356738976000000257e+05 8.561760000000000481e-01
5.356743976000000257e+05 8.047950000000000381e-01
5.356748976000000257e+05 -1.237219999999999986e+00
5.356753976000000257e+05 6.015209999999999724e-01
5.356758976000000257e+05 -7.346580000000000332e-01
5.356763976000000257e+05 -3.601790000000000269e-01
5.356768976000000257e+05 -5.490530000000000133e-01
5.356773976000000257e+05 -6.870389999999999553e-01
5.356778976000000257e+05 -4.827569999999999917e-01
5.356783976000000257e+05 -3.655979999999999785e-01
5.356788976000000257e+05 8.719900000000000428e-01
5.356793976000000257e+05 -9.225479999999999792e-02
5.356798976000000257e+05 -5.865350000000000286e-01
5.356803976000000257e+05 -2.466740000000000044e-01
5.356808976000000257e+05 3.134950000000000236e-01
5.356813976000000257e+05 6.511400000000000521e-01
5.356818976000000257e+05 4.092580000000000107e-01
5.356823976000000257e+05 2.271340000000000026e-01
5.356828976000000257e+05 1.073600000000000110e+00
5.356833976000000257e+05 3.645419999999999772e-01
5.356838976000000257e+05 -2.940639999999999921e-01
5.356843976000000257e+05 7.760500000000000176e-01
5.356848976000000257e+05 1.713449999999999918e+00
5.356853976000000257e+05 4.151750000000000163e-01
5.356858976000000257e+05 9.700400000000000134e-01
5.356863976000000257e+05 4.015769999999999756e-02
5.356868976000000257e+05 -1.123690000000000078e+00
5.356873976000000257e+05 5.041539999999999910e-01
5.356878976000000257e+05 -1.247780000000000000e-01
5.356883976000000257e+05 -2.396760000000000002e-01
5.356888976000000257e+05 -1.921670000000000045e-01
5.356893976000000257e+05 -5.647259999999999502e-01
5.356898976000000257e+05 5.682289999999999841e-01
5.356903976000000257e+05 -5.071630000000000305e-01
5.356908976000000257e+05 -1.923999999999999877e-01
5.356913976000000257e+05 -3.262950000000000017e-01
5.356918976000000257e+05 7.684830000000000272e-01
5.356923976000000257e+05 4.999529999999999808e-01
5.356928976000000257e+05 1.229910000000000059e+00
5.356933976000000257e+05 1.281749999999999945e+00
5.356938976000000257e+05 2.981619999999999826e-01
5.356943976000000257e+05 -6.179850000000000065e-01
5.356948976000000257e+05 1.069460000000000077e+00
5.356953976000000257e+05 2.278719999999999912e-01
5.356958976000000257e+05 1.630919999999999925e+00
5.356963976000000257e+05 -2.529440000000000022e-01
5.356968976000000257e+05 2.797000000000000042e-01
5.356973976000000257e+05 1.634109999999999951e+00
5.356978976000000257e+05 -1.117359999999999909e+00
5.356983976000000257e+05 -3.257390000000000008e-01
5.356988976000000257e+05 -1.657389999999999974e-01
5.356993976000000257e+05 8.246399999999999564e-02
5.356998976000000257e+05 6.308229999999999393e-02
5.357003976000000257e+05 1.124710000000000099e+00
5.357008976000000257e+05 4.059220000000000050e-01
5.357013976000000257e+05 1.220020000000000104e+00
5.357018976000000257e+05 3.327100000000000196e-02
5.357023976000000257e+05 2.341360000000000108e-01
5.357028976000000257e+05 -4.901719999999999966e-01
5.357033976000000257e+05 5.513719999999999732e-01
5.357038976000000257e+05 5.294959999999999667e-01
5.357043976000000257e+05 7.582339999999999636e-01
5.357048976000000257e+05 -1.424489999999999923e-01
5.357053976000000257e+05 -2.345299999999999885e-01
5.357058976000000257e+05 -2.710049999999999959e-02
5.357063976000000257e+05 6.187749999999999639e-01
5.357068976000000257e+05 1.195729999999999987e-01
5.357073976000000257e+05 1.294180000000000053e-01
5.357078976000000257e+05 9.962530000000000552e-01
5.357083976000000257e+05 1.202700000000000102e+00
5.357088976000000257e+05 2.204629999999999923e-01
5.357093976000000257e+05 8.526230000000000198e-01
5.357098976000000257e+05 -1.768349999999999922e-01
5.357103976000000257e+05 5.871750000000000025e-01
5.357108976000000257e+05 -3.834480000000000111e-01
5.357113976000000257e+05 1.221230000000000038e+00
5.357118976000000257e+05 -4.188069999999999848e-01
5.357123976000000257e+05 1.859190000000000009e-01
5.357128976000000257e+05 1.775380000000000014e-01
5.357133976000000257e+05 5.813139999999999974e-02
5.357138976000000257e+05 -4.307130000000000125e-01
5.357143976000000257e+05 -1.306920000000000026e-01
5.357148976000000257e+05 -7.724999999999999645e-01
5.357153976000000257e+05 -6.282649999999999346e-02
5.357158976000000257e+05 1.104829999999999979e+00
5.357163976000000257e+05 -1.802850000000000008e-01
5.357168976000000257e+05 4.700690000000000146e-01
5.357173976000000257e+05 1.990650000000000031e+00
5.357178976000000257e+05 1.735440000000000094e+00
5.357183976000000257e+05 4.982249999999999734e-01
5.357188976000000257e+05 7.443319999999999936e-01
5.357193976000000257e+05 -5.121609999999999774e-01
5.357198976000000257e+05 5.730269999999999531e-01
5.357203976000000257e+05 2.838229999999999920e-02
5.357208976000000257e+05 5.879379999999999606e-01
5.357213976000000257e+05 8.813320000000000043e-01
5.357218976000000257e+05 -1.481810000000000072e-01
5.357223976000000257e+05 3.260759999999999770e-01
5.357228976000000257e+05 -6.587869999999999837e-02
5.357233976000000257e+05 6.438030000000000141e-01
5.357238976000000257e+05 2.924809999999999910e-01
5.357243976000000257e+05 5.621110000000000273e-01
5.357248976000000257e+05 2.575109999999999899e-02
5.357253976000000257e+05 -1.157429999999999987e-01
5.357258976000000257e+05 -1.547330000000000094e-01
5.357263976000000257e+05 6.579660000000000508e-01
5.357268976000000257e+05 4.854859999999999731e-01
5.357273976000000257e+05 -3.125689999999999857e-01
5.357278976000000257e+05 -1.869880000000000153e-02
5.357283976000000257e+05 -5.190059999999999674e-01
5.357288976000000257e+05 5.306570000000000453e-01
5.357293976000000257e+05 -5.228610000000000202e-01
5.357298976000000257e+05 6.082079999999999709e-01
5.357303976000000257e+05 -3.984489999999999976e-01
5.357308976000000257e+05 4.086409999999999765e-01
5.357313976000000257e+05 3.844230000000000147e-01
5.357318976000000257e+05 -3.436600000000000210e-01
5.357323976000000257e+05 -3.250870000000000148e-01
5.357328976000000257e+05 2.491609999999999936e-01
5.357333976000000257e+05 -5.332430000000000225e-01
5.357338976000000257e+05 1.202499999999999902e+00
5.357343976000000257e+05 8.502089999999999925e-01
5.357348976000000257e+05 -2.116000000000000103e-01
5.357353976000000257e+05 4.246559999999999779e-01
5.357358976000000257e+05 -8.556209999999999649e-01
5.357363976000000257e+05 -3.806590000000000251e-01
5.357368976000000257e+05 -5.709689999999999488e-01
5.357373976000000257e+05 1.567890000000000117e-01
5.357378976000000257e+05 3.351140000000000230e-01
5.357383976000000257e+05 -2.108309999999999906e+00
5.357388976000000257e+05 2.664810000000000234e-01
5.357393976000000257e+05 -2.774119999999999919e-01
5.357398976000000257e+05 2.217999999999999972e-01
5.357403976000000257e+05 -2.842060000000000142e-01
5.357408976000000257e+05 5.948939999999999784e-02
5.357413976000000257e+05 1.623410000000000020e+00
5.357418976000000257e+05 -7.055599999999999650e-01
5.357423976000000257e+05 -9.056929999999999703e-01
5.357428976000000257e+05 1.030529999999999946e+00
5.357433976000000257e+05 3.057559999999999722e-01
5.357438976000000257e+05 1.260469999999999979e+00
5.357443976000000257e+05 3.313719999999999999e-01
5.357448976000000257e+05 9.176429999999999310e-02
5.357453976000000257e+05 4.769669999999999743e-01
5.357458976000000257e+05 2.409769999999999968e+00
5.357463976000000257e+05 1.982939999999999925e+00
5.357468976000000257e+05 1.148930000000000007e+00
5.357473976000000257e+05 -1.864629999999999899e-01
5.357478976000000257e+05 1.132530000000000037e+00
5.357483976000000257e+05 1.030710000000000015e+00
5.357488976000000257e+05 3.257979999999999876e+00
5.357493976000000257e+05 2.119079999999999853e+00
5.357498976000000257e+05 1.367280000000000051e+00
5.357503976000000257e+05 1.671010000000000106e+00
5.357508976000000257e+05 3.004090000000000149e+00
5.357513976000000257e+05 4.536139999999999617e+00
5.357518976000000257e+05 4.832089999999999996e+00
5.357523976000000257e+05 6.968390000000000306e+00
5.357528976000000257e+05 6.602430000000000021e+00
5.357533976000000257e+05 7.859790000000000276e+00
5.357538976000000257e+05 9.629490000000000549e+00
5.357543976000000257e+05 9.232079999999999842e+00
5.357548976500000572e+05 1.444829999999999970e+01
5.357553976500000572e+05 1.348230000000000040e+01
5.357558976500000572e+05 7.435990000000000322e+00
5.357563976500000572e+05 1.037040000000000006e+01
5.357568976500000572e+05 1.085089999999999932e+01
5.357573976500000572e+05 6.231300000000000061e+00
5.357578976500000572e+05 6.911360000000000170e+00
5.357583976500000572e+05 7.977759999999999962e+00
5.357588976500000572e+05 7.885570000000000412e+00
5.357593976500000572e+05 1.638719999999999999e+01
5.357598976500000572e+05 1.252679999999999971e+01
5.357603976500000572e+05 1.240010000000000012e+01
5.357608976500000572e+05 1.808630000000000138e+01
5.357613976500000572e+05 1.425670000000000037e+01
5.357618976500000572e+05 1.380059999999999931e+01
5.357623976500000572e+05 1.086350000000000016e+01
5.357628976500000572e+05 9.898669999999999192e+00
5.357633976500000572e+05 1.121490000000000009e+01
5.357638976500000572e+05 1.062459999999999916e+01
5.357643976500000572e+05 9.191789999999999239e+00
5.357648976500000572e+05 8.123100000000000875e+00
5.357653976500000572e+05 9.591580000000000439e+00
5.357658976500000572e+05 8.733710000000000306e+00
5.357663976500000572e+05 1.434259999999999913e+01
5.357668976500000572e+05 1.436650000000000027e+01
5.357673976500000572e+05 7.521139999999999937e+00
5.357678976500000572e+05 5.970659999999999634e+00
5.357683976500000572e+05 5.226700000000000124e+00
5.357688976500000572e+05 6.469459999999999766e+00
5.357693976500000572e+05 5.859110000000000262e+00
5.357698976500000572e+05 6.514529999999999710e+00
5.357703976500000572e+05 5.557549999999999990e+00
5.357708976500000572e+05 1.596149999999999913e+01
5.357713976500000572e+05 1.006680000000000064e+01
5.357718976500000572e+05 4.814350000000000129e+00
5.357723976500000572e+05 7.578389999999999738e+00
5.357728976500000572e+05 4.338479999999999670e+00
5.357733976500000572e+05 5.116520000000000401e+00
5.357738976500000572e+05 4.734160000000000146e+00
5.357743976500000572e+05 3.678939999999999877e+00
5.357748976000000257e+05 2.440529999999999866e+00
5.357753976000000257e+05 2.255409999999999915e+00
5.357758976000000257e+05 1.089809999999999945e+00
5.357763976000000257e+05 -3.811080000000000023e-01
5.357768976000000257e+05 1.169629999999999975e-01
5.357773976000000257e+05 1.560049999999999937e+00
5.357778976000000257e+05 4.915300000000000225e-01
5.357783976000000257e+05 7.937279999999999891e-01
5.357788976000000257e+05 1.558969999999999967e+00
5.357793976000000257e+05 2.817500000000000004e-01
5.357798976000000257e+05 9.589820000000000011e-01
5.357803976000000257e+05 -2.363929999999999920e-01
5.357808976000000257e+05 5.374980000000000313e-01
5.357813976000000257e+05 -2.919359999999999733e-01
5.357818976000000257e+05 -8.004360000000000641e-02
5.357823976000000257e+05 -4.076989999999999781e-01
5.357828976000000257e+05 -2.462239999999999984e-01
5.357833976000000257e+05 -5.388730000000000464e-01
5.357838976000000257e+05 -6.496150000000000535e-01
5.357843976000000257e+05 2.875340000000000118e-01
5.357848976000000257e+05 3.330890000000000239e-01
5.357853976000000257e+05 3.444400000000000239e-02
5.357858976000000257e+05 -6.662580000000000169e-01
5.357863976000000257e+05 5.246410000000000240e-01
5.357868976000000257e+05 6.446350000000000691e-02
5.357873976000000257e+05 -5.910010000000000263e-02
5.357878976000000257e+05 8.073339999999999961e-01
5.357883976000000257e+05 -7.677080000000000189e-03
5.357888976000000257e+05 -2.424269999999999897e-02
5.357893976000000257e+05 3.835049999999999848e-01
5.357898976000000257e+05 6.508720000000000061e-01
5.357903976000000257e+05 1.180199999999999999e-01
5.357908976000000257e+05 -4.939209999999999989e-01
5.357913976000000257e+05 1.051169999999999938e+00
5.357918976000000257e+05 -6.372050000000000214e-01
5.357923976000000257e+05 -2.557889999999999886e-01
5.357928976000000257e+05 1.646070000000000033e-01
5.357933976000000257e+05 1.415419999999999900e+00
5.357938976000000257e+05 5.268840000000000190e-01
5.357943976000000257e+05 1.647489999999999899e+00
5.357948976000000257e+05 5.464849999999999985e-01
5.357953976000000257e+05 1.501210000000000044e-01
5.357958976000000257e+05 3.764810000000000101e-01
5.357963976000000257e+05 3.709549999999999792e-01
5.357968976000000257e+05 5.066049999999999720e-01
5.357973976000000257e+05 2.753680000000000017e-01
5.357978976000000257e+05 9.610170000000000101e-01
5.357983976000000257e+05 5.320810000000000262e-01
5.357988976000000257e+05 -4.926540000000000086e-02
5.357993976000000257e+05 7.819789999999999797e-01
5.357998976000000257e+05 -1.570699999999999874e-01
5.358003976000000257e+05 -1.427279999999999938e-01
5.358008976000000257e+05 6.722110000000000030e-01
5.358013976000000257e+05 5.346360000000000001e-01
5.358018976000000257e+05 3.060860000000000247e-01
5.358023976000000257e+05 7.573609999999999509e-01
5.358028976000000257e+05 3.813570000000000015e-01
5.358033976000000257e+05 1.369969999999999910e+00
5.358038976000000257e+05 -1.773329999999999906e-01
5.358043976000000257e+05 5.672700000000000520e-01
5.358048976000000257e+05 -1.774110000000000131e-01
5.358053976000000257e+05 -9.995560000000000556e-02
5.358058976000000257e+05 1.449859999999999927e+00
5.358063976000000257e+05 5.056960000000000344e-01
5.358068976000000257e+05 3.988999999999999768e-01
5.358073976000000257e+05 3.796990000000000087e-01
5.358078976000000257e+05 1.228960000000000052e+00
5.358083976000000257e+05 -7.670140000000000291e-02
5.358088976000000257e+05 -5.103630000000000111e-01
5.358093976000000257e+05 -5.453829999999999512e-01
5.358098976000000257e+05 1.323709999999999887e-01
5.358103976000000257e+05 -7.790019999999999722e-01
5.358108976000000257e+05 -1.944560000000000038e-02
5.358113976000000257e+05 4.004150000000000209e-01
5.358118976000000257e+05 -3.075699999999999962e-02
5.358123976000000257e+05 -6.605660000000000177e-04
5.358128976000000257e+05 3.723420000000000063e-01
5.358133976000000257e+05 8.833929999999999838e-01
5.358138976000000257e+05 1.002499999999999947e+00
5.358143976000000257e+05 6.466049999999999576e-02
5.358148976000000257e+05 -1.509300000000000086e-01
5.358153976000000257e+05 3.101370000000000168e-02
5.358158976000000257e+05 -5.807840000000000225e-02
5.358163976000000257e+05 -8.272880000000000233e-01
5.358168976000000257e+05 2.464349999999999874e-01
5.358173976000000257e+05 4.886519999999999753e-01
5.358178976000000257e+05 1.522350000000000092e+00
5.358183976000000257e+05 2.015299999999999869e-01
5.358188976000000257e+05 -7.926479999999999637e-03
5.358193976000000257e+05 -7.769760000000000000e-01
5.358198976000000257e+05 9.702300000000000368e-01
5.358203976000000257e+05 1.015970000000000067e-01
5.358208976000000257e+05 1.916190000000000115e-01
5.358213976000000257e+05 3.788599999999999746e-01
5.358218976000000257e+05 1.439769999999999939e-01
5.358223976000000257e+05 1.071930000000000049e+00
5.358228976000000257e+05 2.043320000000000136e-01
5.358233976000000257e+05 -2.043740000000000001e-01
5.358238976000000257e+05 -5.960540000000000499e-04
5.358243976000000257e+05 -4.680400000000000116e-01
5.358248976000000257e+05 1.230979999999999963e+00
5.358253976000000257e+05 7.820960000000000134e-01
5.358258976000000257e+05 -8.320170000000000343e-02
5.358263976000000257e+05 -2.278169999999999917e-01
5.358268976000000257e+05 -9.130829999999999780e-01
5.358273976000000257e+05 -2.031979999999999897e-01
5.358278976000000257e+05 3.713239999999999874e-01
5.358283976000000257e+05 7.272359999999999935e-01
5.358288976000000257e+05 1.174940000000000012e-01
5.358293976000000257e+05 9.687120000000000175e-01
5.358298976000000257e+05 5.201540000000000052e-01
5.358303976000000257e+05 4.796980000000000133e-01
5.358308976000000257e+05 6.398249999999999771e-02
5.358313976000000257e+05 3.631570000000000076e-01
5.358318976000000257e+05 1.883559999999999901e+00
5.358323976000000257e+05 5.582270000000000287e-01
5.358328976000000257e+05 -2.402040000000000008e-01
5.358333976000000257e+05 6.617220000000000324e-01
5.358338976000000257e+05 8.496000000000000218e-01
5.358343976000000257e+05 1.021150000000000002e+00
5.358348976000000257e+05 2.759900000000000131e-01
5.358353976000000257e+05 -1.240880000000000039e-01
5.358358976000000257e+05 5.530070000000000263e-01
5.358363976000000257e+05 1.940560000000000063e-01
5.358368976000000257e+05 2.237030000000000129e-01
5.358373976000000257e+05 -9.189610000000000278e-01
5.358378976000000257e+05 -3.976529999999999787e-01
5.358383976000000257e+05 -4.894029999999999769e-01
5.358388976000000257e+05 3.491419999999999940e-02
5.358393976000000257e+05 1.004180000000000073e+00
5.358398976000000257e+05 -1.979839999999999933e-01
5.358403976000000257e+05 3.811300000000000243e-01
5.358408976000000257e+05 6.976879999999999749e-01
5.358413976000000257e+05 -5.844909999999999689e-02
5.358418976000000257e+05 -2.929689999999999794e-01
5.358423976000000257e+05 -7.486540000000000417e-01
5.358428976000000257e+05 7.751350000000000184e-01
5.358433976000000257e+05 9.916269999999999599e-03
5.358438976000000257e+05 3.826849999999999974e-01
5.358443976000000257e+05 -3.490630000000000122e-01
5.358448976000000257e+05 -5.047279999999999545e-01
5.358453976000000257e+05 1.177229999999999999e+00
5.358458976000000257e+05 -4.098479999999999832e-03
5.358463976000000257e+05 -7.034679999999999753e-03
5.358468976000000257e+05 -3.246950000000000114e-01
5.358473976000000257e+05 -6.322480000000000322e-01
5.358478976000000257e+05 3.614030000000000020e-02
5.358483976000000257e+05 3.069609999999999839e-01
5.358488976000000257e+05 4.104559999999999875e-01
5.358493976000000257e+05 3.958199999999999913e-02
5.358498976000000257e+05 -3.393450000000000077e-01
5.358503976000000257e+05 5.067679999999999962e-01
5.358508976000000257e+05 -1.938010000000000080e-02
5.358513976000000257e+05 3.110699999999999923e-02
5.358518976000000257e+05 -6.117240000000000455e-01
5.358523976000000257e+05 -1.371799999999999964e-01
5.358528976000000257e+05 9.812539999999999596e-01
5.358533976000000257e+05 7.935060000000000446e-01
5.358538976000000257e+05 4.030780000000000300e-03
5.358543976000000257e+05 7.087210000000000454e-01
5.358548976000000257e+05 2.257220000000000060e-01
5.358553976000000257e+05 7.304580000000000517e-01
5.358558976000000257e+05 -3.013450000000000156e-02
5.358563976000000257e+05 4.605899999999999994e-01
5.358568976000000257e+05 -6.689140000000000086e-01
5.358573976000000257e+05 4.494859999999999967e-01
5.358578976000000257e+05 -2.877460000000000018e-01
5.358583976000000257e+05 -4.658700000000000063e-01
5.358588976000000257e+05 -9.959310000000000107e-01
5.358593976000000257e+05 1.115359999999999907e+00
5.358598976000000257e+05 -8.782020000000000104e-02
5.358603976000000257e+05 -1.473450000000000037e-01
5.358608976000000257e+05 -3.588239999999999763e-01
5.358613976000000257e+05 3.513899999999999801e-01
5.358618976000000257e+05 -5.293740000000000112e-01
5.358623976000000257e+05 -2.172460000000000016e-02
5.358628976000000257e+05 6.359430000000000360e-01
5.358633976000000257e+05 -3.672469999999999901e-01
5.358638976000000257e+05 1.489640000000000131e-01
5.358643976000000257e+05 -5.068519999999999692e-01
5.358648978000000352e+05 5.927050000000000374e-01
5.358653978000000352e+05 -4.045190000000000174e-01
5.358658978000000352e+05 2.829809999999999826e-01
5.358663978000000352e+05 -2.014890000000000014e-01
5.358668978000000352e+05 6.656290000000000262e-01
5.358673978000000352e+05 3.055539999999999923e-01
5.358678978000000352e+05 3.187180000000000013e-01
5.358683978000000352e+05 9.502270000000000161e-02
5.358688978000000352e+05 5.855709999999999527e-01
5.358693978000000352e+05 -1.438490000000000046e-01
5.358698978000000352e+05 4.072799999999999754e-01
5.358703978000000352e+05 -2.847319999999999851e-01
5.358708978000000352e+05 -4.760420000000000207e-01
5.358713978000000352e+05 -3.140100000000000113e-01
5.358718978000000352e+05 -8.134149999999999991e-01
5.358723978000000352e+05 -1.376239999999999963e-01
5.358728978000000352e+05 8.778010000000000534e-01
5.358733978000000352e+05 2.371910000000000129e-01
5.358738978000000352e+05 3.505369999999999875e-01
5.358743978000000352e+05 -3.434329999999999883e-01
5.358748978000000352e+05 -3.780450000000000199e-01
5.358753978000000352e+05 1.743399999999999950e-01
5.358758978000000352e+05 -1.423729999999999996e-01
5.358763978000000352e+05 2.079750000000000210e+00
5.358768978000000352e+05 -4.351130000000000275e-01
5.358773978000000352e+05 -1.226580000000000004e+00
5.358778978000000352e+05 -5.268739999999999535e-01
5.358783978000000352e+05 3.510909999999999864e-01
5.358788978000000352e+05 1.818490000000000106e-01
5.358793978000000352e+05 1.001700000000000035e+00
5.358798978000000352e+05 7.701630000000000420e-01
5.358803978000000352e+05 5.493360000000000465e-01
5.358808978000000352e+05 4.705659999999999843e-01
5.358813978000000352e+05 2.300679999999999947e-01
5.358818978000000352e+05 4.193540000000000045e-01
5.358823978000000352e+05 -1.584710000000000063e+00
5.358828978000000352e+05 2.656600000000000072e-01
5.358833978000000352e+05 6.927649999999999642e-01
5.358838978000000352e+05 -4.894270000000000009e-01
5.358843978000000352e+05 3.589640000000000053e-01
5.358848978000000352e+05 2.632820000000000160e-01
5.358853978000000352e+05 -1.351549999999999974e-01
5.358858978000000352e+05 7.770709999999999562e-01
5.358863978000000352e+05 1.626219999999999888e-01
5.358868978000000352e+05 1.898070000000000035e-01
5.358873978000000352e+05 8.758620000000000294e-01
5.358878978000000352e+05 -1.057949999999999946e+00
5.358883978000000352e+05 1.467989999999999906e+00
5.358888978000000352e+05 5.575590000000000268e-01
5.358893978000000352e+05 1.508899999999999963e-01
5.358898978000000352e+05 7.379590000000000316e-01
5.358903978000000352e+05 1.153019999999999934e+00
5.358908978000000352e+05 -8.356590000000000407e-01
5.358913978000000352e+05 2.787080000000000113e-01
5.358918978000000352e+05 -4.376860000000000195e-01
5.358923978000000352e+05 1.112880000000000091e+00
5.358928978000000352e+05 4.093220000000000192e-01
5.358933978000000352e+05 4.645770000000000177e-01
5.358938978000000352e+05 9.892600000000000282e-01
5.358943978000000352e+05 -4.096409999999999774e-01
5.358948978000000352e+05 5.029649999999999954e-01
5.358953978000000352e+05 6.657030000000000447e-01
5.358958978000000352e+05 7.500189999999999912e-01
5.358963978000000352e+05 4.479170000000000096e-01
5.358968978000000352e+05 4.606290000000000107e-01
5.358973978000000352e+05 -7.481029999999999625e-01
5.358978978000000352e+05 1.114730000000000026e-01
5.358983978000000352e+05 3.304199999999999915e-01
5.358988978000000352e+05 8.453290000000000456e-03
5.358993978000000352e+05 1.133090000000000069e-01
5.358998978000000352e+05 8.489149999999999752e-01
5.359003978000000352e+05 -6.754780000000000229e-01
5.359008978000000352e+05 -1.218220000000000081e+00
5.359013978000000352e+05 7.273539999999999450e-01
5.359018978000000352e+05 4.922300000000000009e-01
5.359023978000000352e+05 8.169459999999999500e-01
5.359028978000000352e+05 -3.289900000000000047e-01
5.359033978000000352e+05 -6.117029999999999967e-01
5.359038978000000352e+05 1.077950000000000019e-01
5.359043978000000352e+05 -6.412969999999999782e-02
5.359048978000000352e+05 4.145299999999999679e-02
5.359053978000000352e+05 -8.126009999999999484e-03
5.359058978000000352e+05 -2.662070000000000269e-01
5.359063978000000352e+05 -4.329950000000000188e-01
5.359068978000000352e+05 2.119709999999999928e-01
5.367853976000000257e+05 1.394900000000000029e-01
5.367858976000000257e+05 -1.028210000000000068e+00
5.367863976000000257e+05 -8.528869999999999507e-02
5.367868976000000257e+05 6.601200000000000401e-01
5.367873976000000257e+05 -1.345300000000000107e-01
5.367878976000000257e+05 2.607479999999999798e-01
5.367883976000000257e+05 3.523549999999999738e-01
5.367888976000000257e+05 4.358899999999999997e-01
5.367893976000000257e+05 8.195419999999999927e-01
5.367898976000000257e+05 4.047780000000000267e-01
5.367903976000000257e+05 -9.111489999999999867e-01
5.367908976000000257e+05 5.233290000000000441e-01
5.367913976000000257e+05 4.037459999999999938e-01
5.367918976000000257e+05 -1.283330000000000082e+00
5.367923976000000257e+05 -4.065520000000000245e-01
5.367928976000000257e+05 8.248990000000000489e-01
5.367933976000000257e+05 1.657540000000000124e-01
5.367938976000000257e+05 5.862379999999999675e-02
5.367943976000000257e+05 4.902839999999999976e-01
5.367948976000000257e+05 -6.508659999999999446e-01
5.367953976000000257e+05 -1.072349999999999914e+00
5.367958976000000257e+05 1.140830000000000011e+00
5.367963976000000257e+05 5.268439999999999929e-02
5.367968976000000257e+05 -4.982409999999999894e-01
5.367973976000000257e+05 -1.910199999999999954e-01
5.367978976000000257e+05 3.113349999999999729e-01
5.367983976000000257e+05 1.117969999999999936e-01
