#arb_time(seconds) flux_density(Jy/beam)
2.073409898000000278e+06 1.317430000000000101e+00
2.073410398000000278e+06 5.881999999999999451e-01
2.073410898000000278e+06 -4.795289999999999969e-02
2.073411398000000278e+06 -1.032000000000000028e+00
2.073411898000000278e+06 6.106329999999999814e-01
2.073412398000000278e+06 -9.507379999999999720e-01
2.073412898000000278e+06 -1.877630000000000132e-01
2.073413398000000278e+06 2.159189999999999998e-01
2.073413898000000278e+06 -1.158260000000000067e+00
2.073414398000000278e+06 2.786469999999999780e-01
2.073414898000000278e+06 2.712550000000000239e-01
2.073415398000000278e+06 -1.179869999999999974e+00
2.073415898000000278e+06 5.804810000000000247e-01
2.073416398000000278e+06 -7.551480000000000414e-01
2.073416898000000278e+06 -9.475930000000000464e-02
2.073417398000000278e+06 1.908160000000000134e-01
2.073417898000000278e+06 -6.210639999999999911e-02
2.073418398000000278e+06 -3.913200000000000012e-01
2.073418898000000278e+06 4.605350000000000277e-01
2.073419398000000278e+06 -6.455319999999999947e-01
2.073419898000000278e+06 -1.362770000000000037e+00
2.073420398000000278e+06 8.445920000000000094e-01
2.073420898000000278e+06 6.498220000000000385e-02
2.073421398000000278e+06 -1.937599999999999878e-01
2.073421898000000278e+06 -4.705059999999999798e-01
2.073422398000000278e+06 -3.102340000000000098e-01
2.073422898000000278e+06 7.013580000000000370e-01
2.073423398000000278e+06 3.864989999999999815e-01
2.073423898000000278e+06 -9.989850000000000119e-01
2.073424398000000278e+06 -7.633199999999999985e-01
2.073424898000000278e+06 2.388029999999999875e-01
2.073425398000000278e+06 -3.666049999999999864e-02
2.073425898000000278e+06 3.304360000000000075e-01
2.073426398000000278e+06 6.972180000000000044e-01
2.073426898000000278e+06 1.158740000000000048e-01
2.073427398000000278e+06 -3.546770000000000200e-01
2.073427898000000278e+06 3.996689999999999965e-01
2.073428398000000278e+06 1.965300000000000102e-01
2.073428898000000278e+06 1.036350000000000049e-01
2.073429398000000278e+06 6.733170000000000543e-01
2.073429898000000278e+06 -5.592049999999999521e-01
2.073430398000000278e+06 -8.106189999999999785e-01
2.073430898000000278e+06 -6.817020000000000302e-01
2.073431398000000278e+06 4.774470000000000103e-01
2.073431898000000278e+06 -1.319210000000000105e-01
2.073432398000000278e+06 -6.107230000000000159e-01
2.073432898000000278e+06 -5.908369999999999456e-01
2.073433398000000278e+06 -1.498670000000000002e-01
2.073433898000000278e+06 -9.137899999999999912e-01
2.073434398000000278e+06 -8.519330000000000513e-01
2.073434898000000278e+06 -9.053179999999999561e-01
2.073435398000000278e+06 -8.951570000000000360e-02
2.073435898000000278e+06 3.622790000000000177e-01
2.073436398000000278e+06 5.947010000000000352e-01
2.073436898000000278e+06 6.094030000000000280e-02
2.073437398000000278e+06 -1.906450000000000158e-02
2.073437898000000278e+06 -1.504750000000000032e+00
2.073438398000000278e+06 7.823069999999999746e-01
2.073438898000000278e+06 -2.192500000000000004e-01
2.073439398000000278e+06 -3.420529999999999959e-01
2.073439898000000278e+06 -7.845210000000000239e-01
2.073440398000000278e+06 -5.568659999999999721e-01
2.073440898000000278e+06 -5.022630000000000150e-01
2.073441398000000278e+06 -9.056729999999999503e-01
2.073441898000000278e+06 1.053299999999999903e+00
2.073442398000000278e+06 1.215370000000000061e-01
2.073442898000000278e+06 -2.533779999999999921e-01
2.073443398000000278e+06 -5.415539999999999798e-01
2.073443898000000278e+06 -3.925379999999999980e-01
2.073444398000000278e+06 -4.752279999999999838e-01
2.073444898000000278e+06 -3.414960000000000218e-01
2.073445398000000278e+06 5.405170000000000252e-01
2.073445898000000278e+06 -7.971620000000000372e-01
2.073446398000000278e+06 -8.539949999999999486e-01
2.073446898000000278e+06 -9.232509999999999328e-02
2.073447398000000278e+06 8.872120000000000006e-01
2.073447898000000278e+06 -2.328240000000000032e-01
2.073448398000000278e+06 1.181950000000000056e+00
2.073448898000000278e+06 -5.978419999999999845e-01
2.073449398000000278e+06 -3.620720000000000049e-01
2.073449898000000278e+06 6.621620000000000283e-02
2.073450398000000278e+06 -2.466609999999999914e-01
2.073450898000000278e+06 -4.406399999999999761e-01
2.073451398000000278e+06 -3.106050000000000200e-01
2.073451898000000278e+06 -3.875750000000000028e-02
2.073452398000000278e+06 -6.775839999999999641e-02
2.073452898000000278e+06 3.511700000000000238e-02
2.073453398000000278e+06 5.113269999999999760e-01
2.073453898000000278e+06 4.649739999999999984e-01
2.073454398000000278e+06 -9.958989999999999787e-01
2.073454898000000278e+06 -9.208570000000000366e-01
2.073455398000000278e+06 -1.459239999999999982e-01
2.073455898000000278e+06 -1.455259999999999998e+00
2.073456398000000278e+06 -2.015180000000000027e-01
2.073456898000000278e+06 -2.049789999999999945e-01
2.073457398000000278e+06 1.013069999999999915e+00
2.073457898000000278e+06 -1.492960000000000065e+00
2.073458398000000278e+06 4.496020000000000016e-01
2.073458898000000278e+06 -2.728490000000000082e-01
2.073459398000000278e+06 8.626150000000000206e-01
2.073459898000000278e+06 5.622319999999999540e-01
2.073460398000000278e+06 7.827470000000000261e-02
2.073460898000000278e+06 -7.688309999999999589e-02
2.073461398000000278e+06 -8.971940000000000470e-02
2.073461898000000278e+06 2.736970000000000236e-01
2.073462398000000278e+06 1.986129999999999840e-02
2.073462898000000278e+06 1.275539999999999896e+00
2.073463398000000278e+06 -1.375129999999999963e-01
2.073463898000000278e+06 -5.690410000000000190e-01
2.073464398000000278e+06 2.906770000000000187e-01
2.073464898000000278e+06 -2.959450000000000136e-01
2.073465398000000278e+06 5.953990000000000116e-01
2.073465898000000278e+06 3.370659999999999767e-01
2.073466398000000278e+06 2.195519999999999972e-01
2.073466898000000278e+06 4.333719999999999795e-01
2.073467398000000278e+06 -2.318270000000000053e-01
2.073467898000000278e+06 4.532399999999999762e-01
2.073468398000000278e+06 3.026780000000000026e-01
2.073468898000000278e+06 5.621239999999999570e-01
2.073469398000000278e+06 4.447380000000000222e-01
2.073469898000000278e+06 -5.235700000000000076e-02
2.073470398000000278e+06 4.968330000000000246e-01
2.073470898000000278e+06 8.956160000000000510e-02
2.073471398000000278e+06 7.877880000000000438e-01
2.073471898000000278e+06 -4.833930000000000171e-01
2.073472398000000278e+06 4.988600000000000256e-01
2.073472898000000278e+06 -3.278209999999999735e-01
2.073473398000000278e+06 7.653520000000000323e-01
2.073473898000000278e+06 -6.455920000000000547e-01
2.073474398000000278e+06 -1.401180000000000092e+00
2.073474898000000278e+06 4.159249999999999892e-01
2.073475398000000278e+06 9.131650000000000045e-01
2.073475898000000278e+06 1.164139999999999953e+00
2.073476398000000278e+06 1.096659999999999968e+00
2.073476898000000278e+06 -8.697359999999999813e-02
2.073477398000000278e+06 -4.432729999999999726e-01
2.073477898000000278e+06 -3.755499999999999949e-01
2.073478398000000278e+06 1.195590000000000021e-02
2.073478898000000278e+06 -4.665770000000000195e-01
2.073479398000000278e+06 -3.159509999999999819e-01
2.073479898000000278e+06 -4.770610000000000128e-02
2.073480398000000278e+06 -3.003930000000000211e-01
2.073480898000000278e+06 2.759949999999999903e-01
2.073481398000000278e+06 1.413950000000000040e+00
2.073481898000000278e+06 -9.012749999999999928e-02
2.073482398000000278e+06 8.375889999999999724e-02
2.073482898000000278e+06 2.875789999999999735e-01
2.073483398000000278e+06 1.688340000000000118e-01
2.073483898000000278e+06 -2.834609999999999908e-02
2.073484398000000278e+06 3.215760000000000146e-02
2.073484898000000278e+06 -2.738869999999999846e-02
2.073485398000000278e+06 2.487529999999999950e-02
2.073485898000000278e+06 -4.038230000000000292e-02
2.073486398000000278e+06 3.247160000000000046e-01
2.073486898000000278e+06 2.974550000000000249e-01
2.244465397600000259e+06 -6.591650000000000287e-02
2.244465897600000259e+06 2.315250000000000086e-01
2.244466397600000259e+06 7.591449999999999587e-01
2.244466897600000259e+06 4.720099999999999851e-01
2.244467397600000259e+06 -7.388949999999999685e-01
2.244467897600000259e+06 1.149769999999999959e-01
2.244468397600000259e+06 -5.276119999999999699e-01
2.244468897600000259e+06 -2.919900000000000273e-01
